更新,職缺,公司,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,連結
2023/11/16,Sales Trainee - Consumer Channel,台灣昕諾飛股份有限公司,"We’re looking for a Trainee to join our Consumer Channel in Taipei, Taiwan.
Working for Signify means being creative and adaptive. Our culture of continuous learning and commitment to diversity and inclusion creates an environment that allows you to build your skills and career. Together, we’re transforming our industry.
As the world leader in lighting, we’re constantly ahead of the curve. Through our leadership in connected lighting and the Internet of Things, we’re breaking new grounds in data analytics, AI, and smart homes, offices, cities and more!
Signify is one of the few companies in the world to achieve carbon neutrality and our next sustainability goals are even bolder: doubling our positive impact on the environment and society by 2025.
As a Sales Trainee you’ll be responsible for Sales KAM management in Taiwan Consumer channel.
We’re on the lookout for forward-thinking innovators with a passion for sustainability. If you match this description, get in touch!
Our candidate profile is just a guide. We know that many talented people only apply for jobs when there is an exact match. If you don't fit all the criteria but believe this role is for you, we would very much like to hear from you.","行銷助理,行銷主管,國內業務",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,不拘,大學以上,不拘,不拘,不拘,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/85im0
2023/11/16,Project Manager,台灣昕諾飛股份有限公司,"We’re looking for a Project Manager to join our Professional Project Team in Taipei.
Working for Signify means being creative and adaptive. Our culture of continuous learning and commitment to diversity and inclusion creates an environment that allows you to build your skills and career. Together, we’re transforming our industry.
As the world leader in lighting, we’re constantly ahead of the curve. Through our leadership in connected lighting and the Internet of Things, we’re breaking new grounds in data analytics, AI, and smart homes, offices, cities and more!
Signify is one of the few companies in the world to achieve carbon neutrality and our next sustainability goals are even bolder: doubling our positive impact on the environment and society by 2025.
As a Project manager, you’ll be responsible for supporting the sales organization from proposal management and leading flawless execution of customer projects, from customer orders to customer final acceptance on time and on budget.
We’re on the lookout for forward-thinking innovators with a passion for sustainability. If you match this description, get in touch!
What you’ll do
This role is responsible for SAP PS sales, costs, and profit as per company standards and as agreed in the final order acknowledgement.
Responsible for ensuring all stage gates are passed with adherence to the O2C Customer Project Management process and to the approved project plan (Project Execution Plan).
Ensure all state gates are passed with proper documents, reviews, checklists and approvals.
Tailors customer project process based on project needs.
Creates plans and schedules: GANTT, PERT, sales curve, cash curve, risk management, claims management, and change management plan.
Your qualifications
Experience in managing Electrical, lighting control, and Automation / BMS projects.
Proficient in communication skills, stakeholder management and reporting needs of project management
Major in electrical engineering or related experience.
Familiar with drawing software such as AutoCAD.
Process-driven with excellent time management skills.
Our candidate profile is just a guide. We know that many talented people only apply for jobs when there is an exact match. If you don't fit all the criteria but believe this role is for you, we would very much like to hear from you.
What you’ll get in return…
We’re offering multiple opportunities for career development, like mentoring, coaching and stretch assignments, with strong international exposure for dynamic profiles. Learning is fundamental to our culture. Through continuous learning, we are transforming the industry. You have the chance to learn every day, acquire new skills and perspectives through customized online programs, and on-the-job experiences.
See #SignifyLife through the eyes of our employees!",專案經理,待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,不拘,大學,電機電子工程相關,不拘,AutoCAD,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/84scg
2023/11/16,飛利浦照明(台灣昕諾飛)_Sales Assistant,台灣昕諾飛股份有限公司,"Job Description:
-	Order processing such as SAP, SAP-PS for official Signify registered partners/distributors
-	Order / Sales / Sales projection / Backlog / AR reporting (coordinating with Finance and Logistic)
-	Updates managers by consolidating, analyzing, and forwarding daily action summaries
-	Forwards samples by entering request; arranging shipment; notifying customer.
-	Maintains customer database by inputting customer profile and updates
-	Prepares sales presentations by compiling data; developing presentation formats and materials.
-	Other administrative support related to sales activities","業務助理,行政人員,行政助理",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,週休二日,一週內,1人,2年以上,大學、碩士,不拘,英文--聽 /略懂、說 /略懂、讀 /中等、寫 /中等,"Excel,Outlook,PowerPoint,Word",不拘,"- 其他：Pre-requisite:
-	University Graduate
-	At least 2 years of experience in Administration
-	Comfortable in working with SAP, Microsoft Office, Microsoft Excel, Microsoft Power Point
-	Passionate, open-minded, with strong teamwork spirit","- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/7m4a8
2023/11/16,"Key Account Manager, B2B",台灣昕諾飛股份有限公司,"Responsibilities:
- Manage the key accounts and execute the sales plans in LED lighting industry
- Achieve sales and profitability targets
- Explore and develop business through new customer acquisition and existing customers
- Work with Marketing in implementing strategic marketing plans
- Manages & develops project
- Manage credit control of all accounts to ensure compliance to agreed terms
Qualifications:
- University graduate in Business or Engineering discipline
- 3 years solid professional selling experience
- Good analytical skills and problem solving abilities
- Hardworking, determined, initiative and able to work under pressure
- Good spoken & written English
- Aggressive & passion","國內業務主管,國內業務,專案業務主管",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,3年以上,大學,不拘,不拘,不拘,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/5ss1m
2023/11/16,醫藥業務代表 - 中區,嬌生股份有限公司,"Responsible for promoting our pharmaceutical products to the healthcare professionals with the aim to bring our innovative treatment solution to our patients.
Key Accountabilities
• Creates a plan to achieve objectives through sales and servicing of all hospital accounts in a prescribed territory.
• Make regular visits to identify customers’ needs, provide treatment solution to HCP, and gather information on orders and market conditions.
• Prepares sales reports and documents as required.
• Follows up with customers to resolve any issues and ensure satisfaction.
• Develops and maintains sales forecast and submits to management.
• Relays relevant market information to management.
• Conduct product listing.
• Collaborates with other departments to achieve company objectives and ensure a timely resolution.
• Initiates contact and schedules appointments with customers.
• Identifies/analyzes potential opportunities to business.
• Recommends areas for future growth.
• Complies with Integrity and compliance standard.","醫藥業務代表,國內業務",待遇面議,全職,台中市南屯區,不需負擔管理責任,需出差，一年累積時間未定,日班，9:00~18:00,依公司規定,一個月內,1~2人,2年以上,大學、碩士,"藥學相關,醫藥衛生學科類,化學相關",英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"- 其他：• Bachelor degree or above
• At least 2 years pharmaceutical experience.
• Demonstrate team work and willing to learn and growth.
• Logical thinking process with strong business sense.
• Good communication ,presentation and interpersonal skills.
1) 大學以上藥學/醫學/護理/化學/營養等相關科系畢
2) 個性主動積極，抗壓力強","- 福利制度：1. 由公司付費之團保
2. 年度旅遊
3. 年節禮金、結婚、生育、喪葬津貼
4. 嬌生系列產品員工購買
5. 年度健康檢查
6. 員工協助方案(EAP)
7. 優於勞基法之休假制度
8. 員工教育訓練補助",https://www.104.com.tw/job/7botq
2023/11/16,Product Marketeer,台灣昕諾飛股份有限公司,"Job Description / Requirements:
•	Portfolio management
o	Locally analyze and manage the full designated portfolio including prices
o	Phasing in/out planning
o	Data management
o	Price & Margin management of the entire portfolio
•	Customer Requirements & Market Insights
o	Translate & detail customer requirements into product requirements, priorities for NPI and new business opportunities. Be in close cooperation with Sales
o	Acts as the key bridge towards the designated Business unit
o	Assess & coordinate local business case submission
o	Collection of market information with regards to competition and product trends
o	Collect, analyze & optimize customer experiences and feed this information back to the businesses
•	Launching of new products & solutions
o	Manage product introduction:(portfolio choices, data management, content, pricing,  activities, trainings)-> MIP (market introduction Plan)
o	Manages the channel strategy per product in cooperation with trade marketing
o	Manages the business plan of these MIP’s, setting KPI’s and monitoring performance to plan
o	Involved in Market activation activities (fairs, campaigns etc..)","產品企劃主管,產品管理師,產品行銷企劃",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,不拘,大學以上,不拘,不拘,不拘,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/71k4a
2023/11/16,"Key Account Manager, Consumer",台灣昕諾飛股份有限公司,"We are…
Signify, the new company name of Philips Lighting, is the global leader in lighting building on 125+ years of innovations.
Our purpose is to unlock the extraordinary potential of light for brighter lives and a better world.
We are proud to be ahead of the game in the Internet of Things and on track to be carbon neutral by 2020. We learn through disruptive challenges and our performance is powered through our diverse teams. Our Philips products, Interact connected lighting systems, and data-enabled services transform people’s lives in homes, buildings, and public spaces.
Together we can…
-Responsible for key outlet sales result and tracking.
-Hyper/ DIY loyalty program execution.
-Introduce new product concept & listing.
-Execute store display and checking.
-Market information survey (price, coverage, stock check etc...)
-Hyper/ DIY store Management - Enhance relationship.
You are…
-University or above
-key outlet handling experience
-Lighting / Consumer Electrical industry experience are preferred
-good communication skill","國內業務主管,專案業務主管,國內業務",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,5年以上,大學,不拘,不拘,不拘,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/6ncbu
2023/11/16,醫藥業務代表 - 中區,嬌生股份有限公司,"Responsible for promoting our pharmaceutical products to the healthcare professionals with the aim to bring our innovative treatment solution to our patients.
Key Accountabilities
• Creates a plan to achieve objectives through sales and servicing of all hospital accounts in a prescribed territory.
• Make regular visits to identify customers’ needs, provide treatment solution to HCP, and gather information on orders and market conditions.
• Prepares sales reports and documents as required.
• Follows up with customers to resolve any issues and ensure satisfaction.
• Develops and maintains sales forecast and submits to management.
• Relays relevant market information to management.
• Conduct product listing.
• Collaborates with other departments to achieve company objectives and ensure a timely resolution.
• Initiates contact and schedules appointments with customers.
• Identifies/analyzes potential opportunities to business.
• Recommends areas for future growth.
• Complies with Integrity and compliance standard.","醫藥業務代表,國內業務",待遇面議,全職,台中市南屯區,不需負擔管理責任,需出差，一年累積時間未定,日班，9:00~18:00,依公司規定,一個月內,1~2人,2年以上,大學、碩士,"藥學相關,醫藥衛生學科類,化學相關",英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"- 其他：• Bachelor degree or above
• At least 2 years pharmaceutical experience.
• Demonstrate team work and willing to learn and growth.
• Logical thinking process with strong business sense.
• Good communication ,presentation and interpersonal skills.
1) 大學以上藥學/醫學/護理/化學/營養等相關科系畢
2) 個性主動積極，抗壓力強","- 福利制度：1. 由公司付費之團保
2. 年度旅遊
3. 年節禮金、結婚、生育、喪葬津貼
4. 嬌生系列產品員工購買
5. 年度健康檢查
6. 員工協助方案(EAP)
7. 優於勞基法之休假制度
8. 員工教育訓練補助",https://www.104.com.tw/job/7sh8a
2023/11/16,"Key Account Manager, Ecommerce",台灣昕諾飛股份有限公司,"We are…
Signify, the new company name of Philips Lighting, is the global leader in lighting building on 125+ years of innovations.
Our purpose is to unlock the extraordinary potential of light for brighter lives and a better world.
We are proud to be ahead of the game in the Internet of Things and on track to be carbon neutral by 2020. We learn through disruptive challenges and our performance is powered through our diverse teams. Our Philips products, Interact connected lighting systems, and data-enabled services transform people’s lives in homes, buildings, and public spaces.
Together the position will be…
-	Responsible to achieve sales and profitability targets in terms of volume, market share, distribution, pricing and customer satisfaction level
-	Monitor the sales operations and business development aligned with the company strategic direction so as to achieve financial and other business objectives.
-	Explore and develop business for maximizing market opportunities in ecommerce channels (PChome, Shopee, Yahoo, etc.)
-	Responsible for market analyzing, sales planning and regular reporting
You are…
-	University or above
-	5 years' sales relevant experience in consumer ecommerce channel with key account handling experience
-	Lighting / Consumer Electronics industry experience are preferred
-	Good communication and inter-personal skills
-	Good analytical skills and problem solving abilities
-	Hardworking, determined, initiative and able to work under pressure","國內業務主管,專案業務主管,國內業務",待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,5年以上,大學,不拘,不拘,e-commerce,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/82b7j
2023/11/16,E-Commerce Key Account Assistant Manager,台灣昕諾飛股份有限公司,"We’re looking for a E-commerce Key Account Assistant Manager/ Specialist to join our Consumer Lighting Channel in Taipei, Taiwan.
Working for Signify means being creative and adaptive. Our culture of continuous learning and commitment to diversity and inclusion creates an environment that allows you to build your skills and career. Together, we’re transforming our industry.
As the world leader in lighting, we’re constantly ahead of the curve. Through our leadership in connected lighting and the Internet of Things, we’re breaking new grounds in data analytics, AI, and smart homes, offices, cities and more!
Signify is one of the few companies in the world to achieve carbon neutrality and our next sustainability goals are even bolder: doubling our positive impact on the environment and society by 2025.
As a E-commerce Assistant Key account Manager/ Specialist you’ll be responsible for E-commerce key account management to drive Taiwan Signify EC KA strategy and implementation based on growth marketing initiatives.
We’re on the lookout for forward-thinking innovators with a passion for sustainability. If you match this description, get in touch!
What you’ll do
Development and engage with EC key customer to build up the trustworthy partnership to achieve growth objective.
Plan and implement business strategy and take ownership of joint business plan with our key E-commerce plate form with our ecosystem.
Optimize the in-shop/ out-off-shop resources for consumer CDJ influencing and enhance the purchase intent to conversion.
Monitor competition by systematically collect and diagnosis current marketplace information on pricing, products, new products, ATL & BTL investment.
Internal and external main focal between E-commerce plate-form, distributor and internal stakeholder
Annual contract, quarterly, monthly and weekly reporting to make sure sales underpin our objective.
Your qualifications
5+ years above EC related experience, MNC preferred.
Bachelor's degree above in business related field
Strong interpersonal skill
Strong Microsoft Office skills- Excel/PPT
Detail orientated and operation hands on
Fact based logic thinking and can adapt to fast-paced working mode.
Our candidate profile is just a guide. We know that many talented people only apply for jobs when there is an exact match. If you don't fit all the criteria but believe this role is for you, we would very much like to hear from you.
What you’ll get in return…
We’re offering multiple opportunities for career development, like mentoring, coaching and stretch assignments, with strong international exposure for dynamic profiles. Learning is fundamental to our culture. Through continuous learning, we are transforming the industry. You have the chance to learn every day, acquire new skills and perspectives through customized online programs, and on-the-job experiences.
See #SignifyLife through the eyes of our employees!",國內業務,待遇面議,全職,台北市南港區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,不拘,大學、碩士,不拘,不拘,e-commerce,不拘,,"- 福利制度：多元性
機會均等
訓練與發展
職涯規劃
個人之職能發展及前程規劃
計畫性工作輪調化
職位升遷
晉升雙軌制（技術職、管理職）
接班人計劃
海內外專業訓練
學習型組織
薪資與福利
優渥的薪資待遇
優於勞基法的休假制度
健全的福委會
員工社團活動
定期身體健康檢查
工作與生活
人性化的工作環境
資訊透明及多樣化之溝通管道",https://www.104.com.tw/job/84t60
